item_id,date,p10,p50,p90
client_12,2014-10-31T00:00:00Z,29.775547275143165,49.73961907148617,69.70369086782917
client_12,2014-10-31T01:00:00Z,24.53135727209261,50.54150894205412,76.55166061201564
client_12,2014-10-31T02:00:00Z,23.61388730703742,52.032871751149756,80.4518561952621
client_12,2014-10-31T03:00:00Z,18.986310484448587,50.317142202213475,81.64797391997837
client_12,2014-10-31T04:00:00Z,16.847793101889124,49.5090884390518,82.17038377621448
client_12,2014-10-31T05:00:00Z,12.550633469807352,46.533475572149655,80.51631767449196
client_12,2014-10-31T06:00:00Z,6.858970391824933,42.97207998348165,79.08518957513837
client_12,2014-10-31T07:00:00Z,13.320578430443007,50.853917537216645,88.38725664399028
client_12,2014-10-31T08:00:00Z,40.336696568731895,78.53544358584267,116.73419060295345
client_12,2014-10-31T09:00:00Z,79.19047821345119,117.95294685338772,156.71541549332426
client_12,2014-10-31T10:00:00Z,108.01698885013438,147.57715554128674,187.1373222324391
client_12,2014-10-31T11:00:00Z,111.27761434366454,151.75369877882997,192.2297832139954
client_12,2014-10-31T12:00:00Z,95.26616944492994,136.31905451623402,177.3719395875381
client_12,2014-10-31T13:00:00Z,79.75758448053259,121.07660162466095,162.39561876878932
client_12,2014-10-31T14:00:00Z,77.45385732422893,119.0457334787313,160.63760963323364
client_12,2014-10-31T15:00:00Z,84.63418069801764,126.68393843513822,168.7336961722588
client_12,2014-10-31T16:00:00Z,89.91418300131073,132.41484893386274,174.91551486641475
client_12,2014-10-31T17:00:00Z,86.8941033503169,129.61698063414022,172.33985791796354
client_12,2014-10-31T18:00:00Z,76.86327863404014,119.69554906728938,162.5278195005386
client_12,2014-10-31T19:00:00Z,63.53518289954609,106.52793340118238,149.52068390281866
client_12,2014-10-31T20:00:00Z,49.09987471737844,92.35799856586078,135.61612241434312
client_12,2014-10-31T21:00:00Z,35.06508231188747,78.53271221361045,122.00034211533344
client_12,2014-10-31T22:00:00Z,23.077427772179746,66.62676722921192,110.1761066862441
client_12,2014-10-31T23:00:00Z,14.013245247679428,57.612953364414274,101.21266148114913
client_12,2014-11-01T00:00:00Z,7.945833918973655,51.64836181764484,95.35088971631603
client_12,2014-11-01T01:00:00Z,5.4382131098421524,49.29099555785118,93.14377800586021
client_12,2014-11-01T02:00:00Z,6.988901700377262,50.93066441711135,94.87242713384543
client_12,2014-11-01T03:00:00Z,9.954106737331927,53.92417909919601,97.8942514610601
client_12,2014-11-01T04:00:00Z,8.851705075279206,52.84945560774744,96.84720614021566
client_12,2014-11-01T05:00:00Z,1.9350792991482209,46.00110628664979,90.06713327415136
client_12,2014-11-01T06:00:00Z,-2.882299923356335,41.26351850823684,85.40933693983001
client_12,2014-11-01T07:00:00Z,7.380434001903481,51.55967782666915,95.73892165143482
client_12,2014-11-01T08:00:00Z,37.361952522730355,81.55096831636068,125.73998410999101
client_12,2014-11-01T09:00:00Z,75.56297023973275,119.77021157598416,163.97745291223558
client_12,2014-11-01T10:00:00Z,102.25360118173231,146.5055960072227,190.75759083271308
client_12,2014-11-01T11:00:00Z,106.21490525718684,150.50535553452607,194.7958058118653
client_12,2014-11-01T12:00:00Z,93.31982849211718,137.62095510794643,181.92208172377568
client_12,2014-11-01T13:00:00Z,79.28191828207547,123.58690608137961,167.89189388068377
client_12,2014-11-01T14:00:00Z,75.38306698695598,119.70163060656347,164.02019422617096
client_12,2014-11-01T15:00:00Z,80.99987235098934,125.34621378318145,169.69255521537357
client_12,2014-11-01T16:00:00Z,87.48665514303269,131.84919930788354,176.21174347273438
client_12,2014-11-01T17:00:00Z,86.83977522116786,131.2050896507632,175.57040408035854
client_12,2014-11-01T18:00:00Z,77.12292269619194,121.49033441930341,165.8577461424149
client_12,2014-11-01T19:00:00Z,62.00327222522602,106.38120513997012,150.7591380547142
client_12,2014-11-01T20:00:00Z,46.72652048692338,91.12021979641396,135.51391910590456
client_12,2014-11-01T21:00:00Z,34.173787626604714,78.57313724896996,122.9724868713352
client_12,2014-11-01T22:00:00Z,23.817253659843914,68.2171710082437,112.61708835664348
client_12,2014-11-01T23:00:00Z,14.282319882143575,58.68387801248128,103.08543614281899
client_12,2014-11-02T00:00:00Z,6.616310739138832,51.02577178826698,95.43523283739512
client_12,2014-11-02T01:00:00Z,3.9513639307461617,48.36872803483878,92.7860921389314
client_12,2014-11-02T02:00:00Z,7.001027047743193,51.419862145065515,95.83869724238784
client_12,2014-11-02T03:00:00Z,10.880444983335828,55.29938875781671,99.71833253229758
client_12,2014-11-02T04:00:00Z,8.87260390694199,53.2931277402216,97.71365157350121
client_12,2014-11-02T05:00:00Z,0.7638820743288832,45.1898851794811,89.61588828463331
client_12,2014-11-02T06:00:00Z,-3.6921273776439563,40.7372166220589,85.16656062176176
client_12,2014-11-02T07:00:00Z,7.876620658274447,52.30618226009514,96.73574386191584
client_12,2014-11-02T08:00:00Z,38.15694479965748,82.58655192460103,127.01615904954457
client_12,2014-11-02T09:00:00Z,75.31087605385062,119.74204185408573,164.17320765432083
client_12,2014-11-02T10:00:00Z,101.2870871740337,145.72163813980538,190.15618910557706
client_12,2014-11-02T11:00:00Z,105.9209583736065,150.35660646414274,194.792254554679
client_12,2014-11-02T12:00:00Z,94.00831482058331,138.44396589257477,182.87961696456622
client_12,2014-11-02T13:00:00Z,79.80896415057386,124.24468267107363,168.68040119157342
client_12,2014-11-02T14:00:00Z,74.93861277409418,119.37574922080188,163.8128856675096
client_12,2014-11-02T15:00:00Z,80.28588419826805,124.72482138227643,169.1637585662848
client_12,2014-11-02T16:00:00Z,87.55873516499949,131.99790056626412,176.43706596752875
client_12,2014-11-02T17:00:00Z,87.52375180927012,131.9629299694839,176.40210812969767
client_12,2014-11-02T18:00:00Z,77.36001295824167,121.79932281892042,166.23863267959916
client_12,2014-11-02T19:00:00Z,61.47819085144214,105.91863619599727,150.35908154055238
client_12,2014-11-02T20:00:00Z,46.28093599799594,90.72216584497245,135.16339569194895
client_12,2014-11-02T21:00:00Z,34.470801208854766,78.9120421652624,123.35328312167005
client_12,2014-11-02T22:00:00Z,24.378191158254822,68.81944711851725,113.26070307877967
client_12,2014-11-02T23:00:00Z,14.274410369801934,58.71587357874273,103.15733678768353
