item_id,date,p10,p50,p90
client_12,2014-10-31T00:00:00Z,54.0283622742,60.1781463623,64.8960266113
client_12,2014-10-31T01:00:00Z,54.7566680908,59.2209777832,64.4398727417
client_12,2014-10-31T02:00:00Z,55.1974525452,58.8934669495,63.4372940063
client_12,2014-10-31T03:00:00Z,49.3473472595,52.7389717102,57.4878387451
client_12,2014-10-31T04:00:00Z,47.8229675293,52.2325401306,56.5190544128
client_12,2014-10-31T05:00:00Z,49.5358543396,53.7353401184,57.3734779358
client_12,2014-10-31T06:00:00Z,49.8775405884,53.4920921326,57.1452674866
client_12,2014-10-31T07:00:00Z,51.3887023926,55.8181495667,61.6767082214
client_12,2014-10-31T08:00:00Z,59.8321304321,72.5638656616,90.7863464355
client_12,2014-10-31T09:00:00Z,137.2125701904,155.0050048828,184.0429382324
client_12,2014-10-31T10:00:00Z,161.029800415,176.4027099609,198.222076416
client_12,2014-10-31T11:00:00Z,153.8917999268,173.48828125,190.1654663086
client_12,2014-10-31T12:00:00Z,159.8495635986,179.2872009277,190.7039489746
client_12,2014-10-31T13:00:00Z,131.3316650391,144.7484741211,157.9285583496
client_12,2014-10-31T14:00:00Z,108.2730407715,125.9100265503,137.3140716553
client_12,2014-10-31T15:00:00Z,151.4680938721,166.9966888428,185.3800048828
client_12,2014-10-31T16:00:00Z,140.0847015381,159.9197387695,175.5331573486
client_12,2014-10-31T17:00:00Z,131.201171875,151.0070343018,169.172164917
client_12,2014-10-31T18:00:00Z,130.6712493896,148.6946563721,165.9571685791
client_12,2014-10-31T19:00:00Z,119.6389083862,139.1322937012,162.7982940674
client_12,2014-10-31T20:00:00Z,97.7206954956,119.0163803101,141.9880371094
client_12,2014-10-31T21:00:00Z,60.2242927551,76.3830490112,96.4802398682
client_12,2014-10-31T22:00:00Z,50.9386634827,62.0301895142,74.445640564
client_12,2014-10-31T23:00:00Z,48.2409629822,55.2335700989,65.5151672363
client_12,2014-11-01T00:00:00Z,50.0319862366,56.4136123657,67.6638717651
client_12,2014-11-01T01:00:00Z,49.7435455322,55.3756141663,66.0148468018
client_12,2014-11-01T02:00:00Z,50.733669281,56.2562217712,63.231048584
client_12,2014-11-01T03:00:00Z,42.7988052368,48.5564880371,55.528968811
client_12,2014-11-01T04:00:00Z,43.2630348206,49.2324943542,55.7726287842
client_12,2014-11-01T05:00:00Z,45.7152862549,52.0612068176,58.5163002014
client_12,2014-11-01T06:00:00Z,46.4673500061,52.5374412537,58.5410461426
client_12,2014-11-01T07:00:00Z,49.2604293823,56.5926094055,66.2814483643
client_12,2014-11-01T08:00:00Z,51.0776176453,63.207321167,76.9082183838
client_12,2014-11-01T09:00:00Z,72.931350708,91.8743515015,110.8627853394
client_12,2014-11-01T10:00:00Z,86.8354873657,103.7483978271,122.3883361816
client_12,2014-11-01T11:00:00Z,80.9308776855,94.3167648315,113.6785583496
client_12,2014-11-01T12:00:00Z,75.6888961792,87.7406463623,105.6247329712
client_12,2014-11-01T13:00:00Z,63.5493125916,73.4623718262,83.9184646606
client_12,2014-11-01T14:00:00Z,63.8581390381,73.7755279541,88.5909423828
client_12,2014-11-01T15:00:00Z,69.1482543945,83.4789733887,97.6027603149
client_12,2014-11-01T16:00:00Z,69.7658309937,80.2438201904,98.71900177
client_12,2014-11-01T17:00:00Z,66.0600814819,80.7654571533,96.0066757202
client_12,2014-11-01T18:00:00Z,52.2509384155,63.5170555115,77.5561752319
client_12,2014-11-01T19:00:00Z,42.146900177,50.5266036987,60.2607727051
client_12,2014-11-01T20:00:00Z,43.9022064209,50.5831108093,58.2133522034
