item_id,timestamp,value
palestine,2015-11-03,-1.0
palestine,2015-11-04,-1.0
palestine,2015-11-05,-1.0
palestine,2015-11-06,-1.0
palestine,2015-11-07,-1.0
palestine,2015-11-08,-1.0
palestine,2015-11-09,-1.0
palestine,2015-11-10,-1.0
palestine,2015-11-11,-1.0
palestine,2015-11-12,-1.0
palestine,2015-11-13,-1.0
palestine,2015-11-14,-1.0
palestine,2015-11-15,-1.0
palestine,2015-11-16,-1.0
palestine,2015-11-17,-0.95
palestine,2015-11-18,60.54838709677419
palestine,2015-11-19,61.57142857142857
palestine,2015-11-20,32.388888888888886
palestine,2015-11-21,19.130434782608695
palestine,2015-11-22,27.583333333333332
palestine,2015-11-23,16.652173913043477
palestine,2015-11-24,39.81481481481482
palestine,2015-11-25,20.442307692307693
palestine,2015-11-26,17.96875
palestine,2015-11-27,102.78947368421052
palestine,2015-11-28,214.46808510638297
palestine,2015-11-29,110.86111111111111
palestine,2015-11-30,111.03846153846153
palestine,2015-12-01,69.52272727272727
palestine,2015-12-02,16.19148936170213
palestine,2015-12-03,14.84375
palestine,2015-12-04,34.17857142857143
palestine,2015-12-05,36.36666666666667
palestine,2015-12-06,117.45454545454545
palestine,2015-12-07,96.92682926829268
palestine,2015-12-08,23.865384615384617
palestine,2015-12-09,92.7560975609756
palestine,2015-12-10,30.837209302325583
palestine,2015-12-11,138.0222222222222
palestine,2015-12-12,3.2777777777777777
palestine,2015-12-13,10.24
palestine,2015-12-14,39.64705882352941
palestine,2015-12-15,115.04761904761905
palestine,2015-12-16,43.22727272727273
palestine,2015-12-17,11.175
palestine,2015-12-18,17.945945945945947
palestine,2015-12-19,34.473684210526315
palestine,2015-12-20,41.1764705882353
palestine,2015-12-21,54.475
palestine,2015-12-22,125.88888888888889
palestine,2015-12-23,11.984848484848484
palestine,2015-12-24,10.666666666666666
palestine,2015-12-25,16.51851851851852
palestine,2015-12-26,136.56666666666666
palestine,2015-12-27,49.392857142857146
palestine,2015-12-28,31.166666666666668
palestine,2015-12-29,62.24242424242424
palestine,2015-12-30,10.387096774193548
palestine,2015-12-31,72.88095238095238
palestine,2016-01-01,56.125
palestine,2016-01-02,70.05660377358491
palestine,2016-01-03,92.03921568627452
palestine,2016-01-04,33.31481481481482
palestine,2016-01-05,51.017857142857146
palestine,2016-01-06,17.807692307692307
palestine,2016-01-07,116.86842105263158
palestine,2016-01-08,41.35294117647059
palestine,2016-01-09,74.9090909090909
palestine,2016-01-10,78.29166666666667
palestine,2016-01-11,71.97872340425532
palestine,2016-01-12,74.86486486486487
palestine,2016-01-13,17.78
palestine,2016-01-14,30.9375
palestine,2016-01-15,48.12903225806452
palestine,2016-01-16,20.108695652173914
palestine,2016-01-17,15.966666666666667
palestine,2016-01-18,28.719298245614034
palestine,2016-01-19,23.142857142857142
palestine,2016-01-20,38.170212765957444
palestine,2016-01-21,40.84782608695652
palestine,2016-01-22,158.71052631578948
palestine,2016-01-23,12.6875
palestine,2016-01-24,88.0
palestine,2016-01-25,43.911764705882355
palestine,2016-01-26,40.52542372881356
palestine,2016-01-27,58.46511627906977
palestine,2016-01-28,38.785714285714285
palestine,2016-01-29,54.526315789473685
palestine,2016-01-30,57.44827586206897
palestine,2016-01-31,34.43333333333333
palestine,2016-02-01,39.108108108108105
palestine,2016-02-02,48.191489361702125
palestine,2016-02-03,53.5
palestine,2016-02-04,38.886792452830186
palestine,2016-02-05,62.166666666666664
palestine,2016-02-06,79.47619047619048
palestine,2016-02-07,65.84210526315789
palestine,2016-02-08,56.0
palestine,2016-02-09,17.78048780487805
palestine,2016-02-10,151.58823529411765
palestine,2016-02-11,114.59183673469387
palestine,2016-02-12,39.875
palestine,2016-02-13,25.68421052631579
palestine,2016-02-14,70.7741935483871
palestine,2016-02-15,62.69565217391305
palestine,2016-02-16,17.796296296296298
palestine,2016-02-17,80.28813559322033
palestine,2016-02-18,59.21917808219178
palestine,2016-02-19,11.80952380952381
palestine,2016-02-20,323.57142857142856
palestine,2016-02-21,45.625
palestine,2016-02-22,37.77777777777778
palestine,2016-02-23,102.86111111111111
palestine,2016-02-24,88.28
palestine,2016-02-25,16.59375
palestine,2016-02-26,27.31578947368421
palestine,2016-02-27,42.82222222222222
palestine,2016-02-28,80.57142857142857
palestine,2016-02-29,26.958333333333332
palestine,2016-03-01,68.75
palestine,2016-03-02,25.741935483870968
palestine,2016-03-03,86.44444444444444
palestine,2016-03-04,5.333333333333333
palestine,2016-03-05,72.05263157894737
palestine,2016-03-06,18.526315789473685
palestine,2016-03-07,24.203125
palestine,2016-03-08,15.083333333333334
palestine,2016-03-09,48.87096774193548
palestine,2016-03-10,19.76086956521739
palestine,2016-03-11,20.133333333333333
palestine,2016-03-12,44.35
palestine,2016-03-13,216.86666666666667
palestine,2016-03-14,31.027027027027028
palestine,2016-03-15,14.6
palestine,2016-03-16,22.358974358974358
palestine,2016-03-17,12.55813953488372
palestine,2016-03-18,72.04651162790698
palestine,2016-03-19,22.6
palestine,2016-03-20,26.157894736842106
palestine,2016-03-21,53.19178082191781
palestine,2016-03-22,37.44285714285714
palestine,2016-03-23,50.65714285714286
palestine,2016-03-24,14.675
palestine,2016-03-25,55.46666666666667
palestine,2016-03-26,280.39130434782606
palestine,2016-03-27,102.89473684210526
palestine,2016-03-28,43.0
palestine,2016-03-29,16.96153846153846
palestine,2016-03-30,14.411764705882353
palestine,2016-03-31,28.92156862745098
palestine,2016-04-01,21.975
palestine,2016-04-02,29.4
palestine,2016-04-03,12.875
palestine,2016-04-04,21.31578947368421
palestine,2016-04-05,16.892857142857142
palestine,2016-04-06,32.535714285714285
palestine,2016-04-07,36.026315789473685
palestine,2016-04-08,27.75
palestine,2016-04-09,203.35
palestine,2016-04-10,14.9
palestine,2016-04-11,68.54166666666667
palestine,2016-04-12,11.891891891891891
palestine,2016-04-13,18.357142857142858
palestine,2016-04-14,31.926829268292682
palestine,2016-04-15,96.05
palestine,2016-04-16,53.529411764705884
palestine,2016-04-17,78.25
palestine,2016-04-18,80.37837837837837
palestine,2016-04-19,24.5
palestine,2016-04-20,18.5
palestine,2016-04-21,98.63636363636364
palestine,2016-04-22,20.125
palestine,2016-04-23,104.6086956521739
palestine,2016-04-24,20.42105263157895
palestine,2016-04-25,36.52173913043478
palestine,2016-04-26,46.0
palestine,2016-04-27,21.30952380952381
palestine,2016-04-28,29.454545454545453
palestine,2016-04-29,24.821428571428573
palestine,2016-04-30,23.262295081967213
palestine,2016-05-01,40.388888888888886
palestine,2016-05-02,55.63636363636363
palestine,2016-05-03,17.90909090909091
palestine,2016-05-04,24.714285714285715
palestine,2016-05-05,22.613636363636363
palestine,2016-05-06,14.705882352941176
palestine,2016-05-07,8.0
palestine,2016-05-08,5.761904761904762
palestine,2016-05-09,12.342105263157896
palestine,2016-05-10,17.967741935483872
palestine,2016-05-11,9.833333333333334
palestine,2016-05-12,15.23076923076923
palestine,2016-05-13,29.16
palestine,2016-05-14,33.35294117647059
palestine,2016-05-15,35.16
palestine,2016-05-16,19.289473684210527
palestine,2016-05-17,21.6
palestine,2016-05-18,-0.4583333333333333
palestine,2016-05-19,23.91176470588235
palestine,2016-05-20,36.4
palestine,2016-05-21,31.6
palestine,2016-05-22,93.94117647058823
palestine,2016-05-23,23.258064516129032
palestine,2016-05-24,36.093023255813954
palestine,2016-05-25,148.375
palestine,2016-05-26,76.43478260869566
palestine,2016-05-27,20.75
palestine,2016-05-28,108.0
palestine,2016-05-29,32.11538461538461
palestine,2016-05-30,49.03225806451613
palestine,2016-05-31,30.314285714285713
palestine,2016-06-01,51.9
palestine,2016-06-02,31.837209302325583
palestine,2016-06-03,15.78688524590164
palestine,2016-06-04,3.0625
palestine,2016-06-05,227.8235294117647
palestine,2016-06-06,22.678571428571427
palestine,2016-06-07,29.321428571428573
palestine,2016-06-08,12.0
palestine,2016-06-09,29.0
palestine,2016-06-10,13.0
palestine,2016-06-11,7.8
palestine,2016-06-12,26.25
palestine,2016-06-13,20.136363636363637
palestine,2016-06-14,23.86842105263158
palestine,2016-06-15,29.571428571428573
palestine,2016-06-16,566.96
palestine,2016-06-17,54.73809523809524
palestine,2016-06-18,26.61111111111111
palestine,2016-06-19,40.96551724137931
palestine,2016-06-20,24.166666666666668
economy,2015-11-03,-1.0
economy,2015-11-04,-1.0
economy,2015-11-05,-1.0
economy,2015-11-06,-1.0
economy,2015-11-07,-1.0
economy,2015-11-08,4.28
economy,2015-11-09,59.621848739495796
economy,2015-11-10,46.036842105263155
economy,2015-11-11,90.41379310344827
economy,2015-11-12,61.485
economy,2015-11-13,31.789473684210527
economy,2015-11-14,7.150943396226415
economy,2015-11-15,72.24347826086957
economy,2015-11-16,26.099009900990097
economy,2015-11-17,23.29054054054054
economy,2015-11-18,17.580459770114942
economy,2015-11-19,26.884848484848487
economy,2015-11-20,55.70967741935484
economy,2015-11-21,31.333333333333332
economy,2015-11-22,28.941176470588236
economy,2015-11-23,30.505
economy,2015-11-24,19.887254901960784
economy,2015-11-25,26.949640287769785
economy,2015-11-26,64.32824427480917
economy,2015-11-27,42.75396825396825
economy,2015-11-28,78.5952380952381
economy,2015-11-29,80.68354430379746
economy,2015-11-30,44.12571428571429
economy,2015-12-01,49.53231939163498
economy,2015-12-02,34.96739130434783
economy,2015-12-03,21.448275862068964
economy,2015-12-04,54.225433526011564
economy,2015-12-05,55.07462686567164
economy,2015-12-06,18.506849315068493
economy,2015-12-07,71.74594594594595
economy,2015-12-08,33.48717948717949
economy,2015-12-09,38.88068181818182
economy,2015-12-10,29.779661016949152
economy,2015-12-11,49.86029411764706
economy,2015-12-12,30.415384615384614
economy,2015-12-13,41.93814432989691
economy,2015-12-14,23.0
economy,2015-12-15,30.830188679245282
economy,2015-12-16,23.148809523809526
economy,2015-12-17,26.72020725388601
economy,2015-12-18,46.51948051948052
economy,2015-12-19,28.03030303030303
economy,2015-12-20,36.333333333333336
economy,2015-12-21,19.928571428571427
economy,2015-12-22,51.9811320754717
economy,2015-12-23,34.252873563218394
