item_id,timestamp,SentimentHeadline,Headline_0,Headline_1,Headline_2,Headline_3,Headline_4,Headline_5,Headline_6,Headline_7,Headline_8,Headline_9
palestine,2015-11-03,-0.07683439363060471,-0.01287834772452706,-0.01287834772452706,-0.01287834772452706,-0.01287834772452706,-0.01287834772452706,-0.01287834772452706,-0.01287834772452706,-0.01287834772452706,-0.01287834772452706,-0.01287834772452706
palestine,2015-11-04,-0.03511775772062929,-0.04184772423090776,-0.04184772423090776,-0.04184772423090776,-0.04184772423090776,-0.04184772423090776,-0.04184772423090776,-0.04184772423090776,-0.04184772423090776,-0.04184772423090776,-0.04184772423090776
palestine,2015-11-05,0.007525176442541493,-0.03607697781409886,-0.03607697781409886,-0.03607697781409886,-0.03607697781409886,-0.03607697781409886,-0.03607697781409886,-0.03607697781409886,-0.03607697781409886,-0.03607697781409886,-0.03607697781409886
palestine,2015-11-06,-0.04331902236456474,-0.01882388384493725,-0.01882388384493725,-0.01882388384493725,-0.01882388384493725,-0.01882388384493725,-0.01882388384493725,-0.01882388384493725,-0.01882388384493725,-0.01882388384493725,-0.01882388384493725
palestine,2015-11-07,0.20042649195411957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palestine,2015-11-08,-0.0023499800177849773,-0.0010315716110251751,-0.0010315716110251751,-0.0010315716110251751,-0.0010315716110251751,-0.0010315716110251751,-0.0010315716110251751,-0.0010315716110251751,-0.0010315716110251751,-0.0010315716110251751,-0.0010315716110251751
palestine,2015-11-09,0.008862446270179276,-0.01968232463267906,-0.01968232463267906,-0.01968232463267906,-0.01968232463267906,-0.01968232463267906,-0.01968232463267906,-0.01968232463267906,-0.01968232463267906,-0.01968232463267906,-0.01968232463267906
palestine,2015-11-10,-0.08969399379484332,0.042302922144148006,0.042302922144148006,0.042302922144148006,0.042302922144148006,0.042302922144148006,0.042302922144148006,0.042302922144148006,0.042302922144148006,0.042302922144148006,0.042302922144148006
palestine,2015-11-11,-0.11809948825322468,-0.05455496628579845,-0.05455496628579845,-0.05455496628579845,-0.05455496628579845,-0.05455496628579845,-0.05455496628579845,-0.05455496628579845,-0.05455496628579845,-0.05455496628579845,-0.05455496628579845
palestine,2015-11-12,-0.059935706324821425,-0.05086785108116213,-0.05086785108116213,-0.05086785108116213,-0.05086785108116213,-0.05086785108116213,-0.05086785108116213,-0.05086785108116213,-0.05086785108116213,-0.05086785108116213,-0.05086785108116213
palestine,2015-11-13,-0.016812430760762623,-0.09946206854156707,-0.09946206854156707,-0.09946206854156707,-0.09946206854156707,-0.09946206854156707,-0.09946206854156707,-0.09946206854156707,-0.09946206854156707,-0.09946206854156707,-0.09946206854156707
palestine,2015-11-14,-0.024265256831138098,-0.0339941678413618,-0.0339941678413618,-0.0339941678413618,-0.0339941678413618,-0.0339941678413618,-0.0339941678413618,-0.0339941678413618,-0.0339941678413618,-0.0339941678413618,-0.0339941678413618
palestine,2015-11-15,-0.03689346613348054,-0.057535409010734125,-0.057535409010734125,-0.057535409010734125,-0.057535409010734125,-0.057535409010734125,-0.057535409010734125,-0.057535409010734125,-0.057535409010734125,-0.057535409010734125,-0.057535409010734125
palestine,2015-11-16,-0.07088089179289385,-0.026812644985954943,-0.026812644985954943,-0.026812644985954943,-0.026812644985954943,-0.026812644985954943,-0.026812644985954943,-0.026812644985954943,-0.026812644985954943,-0.026812644985954943,-0.026812644985954943
palestine,2015-11-17,-0.019485229310345294,-0.05105743455625793,-0.05105743455625793,-0.05105743455625793,-0.05105743455625793,-0.05105743455625793,-0.05105743455625793,-0.05105743455625793,-0.05105743455625793,-0.05105743455625793,-0.05105743455625793
palestine,2015-11-18,-0.06328360192441052,0.01536199483036885,0.01536199483036885,0.01536199483036885,0.01536199483036885,0.01536199483036885,0.01536199483036885,0.01536199483036885,0.01536199483036885,0.01536199483036885,0.01536199483036885
palestine,2015-11-19,-0.09357577989717022,-0.04360567511263734,-0.04360567511263734,-0.04360567511263734,-0.04360567511263734,-0.04360567511263734,-0.04360567511263734,-0.04360567511263734,-0.04360567511263734,-0.04360567511263734,-0.04360567511263734
palestine,2015-11-20,-0.06968622297039194,-0.04061853256480955,-0.04061853256480955,-0.04061853256480955,-0.04061853256480955,-0.04061853256480955,-0.04061853256480955,-0.04061853256480955,-0.04061853256480955,-0.04061853256480955,-0.04061853256480955
palestine,2015-11-21,-0.10062959722512187,-0.06809559809337402,-0.06809559809337402,-0.06809559809337402,-0.06809559809337402,-0.06809559809337402,-0.06809559809337402,-0.06809559809337402,-0.06809559809337402,-0.06809559809337402,-0.06809559809337402
palestine,2015-11-22,-0.07051694400514834,-0.05467653189936914,-0.05467653189936914,-0.05467653189936914,-0.05467653189936914,-0.05467653189936914,-0.05467653189936914,-0.05467653189936914,-0.05467653189936914,-0.05467653189936914,-0.05467653189936914
palestine,2015-11-23,-0.08324363926284938,-0.024620590102522936,-0.024620590102522936,-0.024620590102522936,-0.024620590102522936,-0.024620590102522936,-0.024620590102522936,-0.024620590102522936,-0.024620590102522936,-0.024620590102522936,-0.024620590102522936
palestine,2015-11-24,-0.03901639939919635,-0.015999464898174026,-0.015999464898174026,-0.015999464898174026,-0.015999464898174026,-0.015999464898174026,-0.015999464898174026,-0.015999464898174026,-0.015999464898174026,-0.015999464898174026,-0.015999464898174026
palestine,2015-11-25,-0.02023116135986782,-0.02592662051070383,-0.02592662051070383,-0.02592662051070383,-0.02592662051070383,-0.02592662051070383,-0.02592662051070383,-0.02592662051070383,-0.02592662051070383,-0.02592662051070383,-0.02592662051070383
palestine,2015-11-26,-0.04242707647521986,-0.029162818071226507,-0.029162818071226507,-0.029162818071226507,-0.029162818071226507,-0.029162818071226507,-0.029162818071226507,-0.029162818071226507,-0.029162818071226507,-0.029162818071226507,-0.029162818071226507
palestine,2015-11-27,-0.017162783884149855,-0.06203687316718524,-0.06203687316718524,-0.06203687316718524,-0.06203687316718524,-0.06203687316718524,-0.06203687316718524,-0.06203687316718524,-0.06203687316718524,-0.06203687316718524,-0.06203687316718524
palestine,2015-11-28,-0.07171337552341155,-0.004330411078695977,-0.004330411078695977,-0.004330411078695977,-0.004330411078695977,-0.004330411078695977,-0.004330411078695977,-0.004330411078695977,-0.004330411078695977,-0.004330411078695977,-0.004330411078695977
palestine,2015-11-29,-0.0338254569575763,-0.02867247594850632,-0.02867247594850632,-0.02867247594850632,-0.02867247594850632,-0.02867247594850632,-0.02867247594850632,-0.02867247594850632,-0.02867247594850632,-0.02867247594850632,-0.02867247594850632
palestine,2015-11-30,-0.018780724016843116,-0.04710473098901573,-0.04710473098901573,-0.04710473098901573,-0.04710473098901573,-0.04710473098901573,-0.04710473098901573,-0.04710473098901573,-0.04710473098901573,-0.04710473098901573,-0.04710473098901573
palestine,2015-12-01,-0.07298042834527774,-0.018027799935616748,-0.018027799935616748,-0.018027799935616748,-0.018027799935616748,-0.018027799935616748,-0.018027799935616748,-0.018027799935616748,-0.018027799935616748,-0.018027799935616748,-0.018027799935616748
palestine,2015-12-02,-0.06711587403619175,0.005561848788070194,0.005561848788070194,0.005561848788070194,0.005561848788070194,0.005561848788070194,0.005561848788070194,0.005561848788070194,0.005561848788070194,0.005561848788070194,0.005561848788070194
palestine,2015-12-03,-0.027611305207815767,-0.06836970246293722,-0.06836970246293722,-0.06836970246293722,-0.06836970246293722,-0.06836970246293722,-0.06836970246293722,-0.06836970246293722,-0.06836970246293722,-0.06836970246293722,-0.06836970246293722
palestine,2015-12-04,-0.03742195609191506,-0.049961982705392934,-0.049961982705392934,-0.049961982705392934,-0.049961982705392934,-0.049961982705392934,-0.049961982705392934,-0.049961982705392934,-0.049961982705392934,-0.049961982705392934,-0.049961982705392934
palestine,2015-12-05,-0.08048625203194582,-0.028354858764855814,-0.028354858764855814,-0.028354858764855814,-0.028354858764855814,-0.028354858764855814,-0.028354858764855814,-0.028354858764855814,-0.028354858764855814,-0.028354858764855814,-0.028354858764855814
palestine,2015-12-06,-0.02648176340324177,-0.013773074392311912,-0.013773074392311912,-0.013773074392311912,-0.013773074392311912,-0.013773074392311912,-0.013773074392311912,-0.013773074392311912,-0.013773074392311912,-0.013773074392311912,-0.013773074392311912
palestine,2015-12-07,-0.05650481662760245,-0.029065692542165164,-0.029065692542165164,-0.029065692542165164,-0.029065692542165164,-0.029065692542165164,-0.029065692542165164,-0.029065692542165164,-0.029065692542165164,-0.029065692542165164,-0.029065692542165164
palestine,2015-12-08,-0.00994688266972154,-0.006286253137570723,-0.006286253137570723,-0.006286253137570723,-0.006286253137570723,-0.006286253137570723,-0.006286253137570723,-0.006286253137570723,-0.006286253137570723,-0.006286253137570723,-0.006286253137570723
palestine,2015-12-09,-0.09859258027285572,-0.003744244014765933,-0.003744244014765933,-0.003744244014765933,-0.003744244014765933,-0.003744244014765933,-0.003744244014765933,-0.003744244014765933,-0.003744244014765933,-0.003744244014765933,-0.003744244014765933
palestine,2015-12-10,-0.013482343454227828,-0.0253248784418756,-0.0253248784418756,-0.0253248784418756,-0.0253248784418756,-0.0253248784418756,-0.0253248784418756,-0.0253248784418756,-0.0253248784418756,-0.0253248784418756,-0.0253248784418756
